,graph_name,motif,average_count,standard_deviation,z_score,significance_profile,nodes,edges,max_degree,avg_degree
110,7861312_sample_rn_10,3,35.08,12.065515598873787,-2.493055498001901,-0.0165888313437036,20.0,81.0,12.0,8.1
111,7861312_sample_rn_10,4,0.0,0.0,0.0,0.0,20.0,81.0,12.0,8.1
112,7861312_sample_rn_10,5,5.08,2.8272483678186697,1.0328063261923082,0.0068723098902715,20.0,81.0,12.0,8.1
113,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
114,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
115,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
116,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
117,14338082_sample_rw_10,1,13.0,9.237604307034012,-0.5412658773652742,-0.00989526291811,20.0,80.0,14.5,8.0
118,14338082_sample_rw_10,2,30.08,18.45020325091298,-1.3593346186448625,-0.0248509540461985,20.0,80.0,14.5,8.0
119,14338082_sample_rw_10,3,28.24,11.850738373620436,-1.1172299634486942,-0.0204248682405941,20.0,80.0,14.5,8.0
120,14338082_sample_rw_10,4,0.0,0.0,0.0,0.0,20.0,80.0,14.5,8.0
121,14338082_sample_rw_10,5,7.92,7.029224708315989,2.5721186546519546,0.047022713621351,20.0,80.0,14.5,8.0
122,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
123,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
124,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
125,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
126,14203895_sample_sff_15,1,48.52,16.808033793397726,5.740112209787309,0.1544606104353399,32.0,225.0,15.5,14.0625
127,14203895_sample_sff_15,2,121.92,45.110900382649575,-1.439120023083586,-0.0387252633974985,32.0,225.0,15.5,14.0625
128,14203895_sample_sff_15,3,223.88,58.33046659622511,-2.8437968985959565,-0.07652369655114,32.0,225.0,15.5,14.0625
129,14203895_sample_sff_15,4,0.0,0.0,0.0,0.0,32.0,225.0,15.5,14.0625
130,14203895_sample_sff_15,5,22.72,12.872839624573905,9.49906963546495,0.2556103506060354,32.0,225.0,15.5,14.0625
131,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
132,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
133,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
134,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
135,14203895_sample_rpn_20,1,70.76,14.19882624256902,-1.8142344698021464,-0.0118245532706945,34.0,309.0,25.0,18.176470588235293
136,14203895_sample_rpn_20,2,218.4,38.66091911306128,-4.226490309817716,-0.0275468031549219,34.0,309.0,25.0,18.176470588235293
137,14203895_sample_rpn_20,3,230.68,48.29485824943825,-2.8715272189791152,-0.0187156220070997,34.0,309.0,25.0,18.176470588235293
138,14203895_sample_rpn_20,4,0.0,0.0,0.0,0.0,34.0,309.0,25.0,18.176470588235293
139,14203895_sample_rpn_20,5,67.0,19.474342094150447,11.450964500977058,0.0746334291385182,34.0,309.0,25.0,18.176470588235293
140,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
141,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
142,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
143,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
144,100318079_sample_rn_20,1,226.68,48.476557908608434,22.429810343587008,0.493382282126162,40.0,376.0,20.5,18.8
145,100318079_sample_rn_20,2,337.04,71.59113073558763,-3.869753098651433,-0.0851218795803735,40.0,376.0,20.5,18.8
146,100318079_sample_rn_20,3,369.68,69.1343619338459,-4.334747463016457,-0.0953502309195909,40.0,376.0,20.5,18.8
147,100318079_sample_rn_20,4,0.0,0.0,0.0,0.0,40.0,376.0,20.5,18.8
148,100318079_sample_rn_20,5,95.52,29.311715518997975,15.675643402795531,0.3448127557653851,40.0,376.0,20.5,18.8
149,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
150,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
151,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
152,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
153,14338082_sample_rw_15,1,79.16,42.330721704218554,-0.4290028440075054,-0.0073629631734415,32.0,145.0,19.5,9.0625
154,14338082_sample_rw_15,2,190.68,75.49046297380882,-1.8635466581892404,-0.031983996395132,32.0,145.0,19.5,9.0625
155,14338082_sample_rw_15,3,145.56,57.54496792364502,-1.3130600767778458,-0.0225360114154918,32.0,145.0,19.5,9.0625
156,14338082_sample_rw_15,4,0.0,0.0,0.0,0.0,32.0,145.0,19.5,9.0625
157,14338082_sample_rw_15,5,59.44,35.6932299836631,1.08031691213289,0.0185414473372148,32.0,145.0,19.5,9.0625
158,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
159,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
160,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
161,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
162,20060293_sample_rw_20,1,277.24,62.63138191034906,7.564259091043894,0.1202161322038004,46.0,471.0,27.5,20.47826086956522
163,20060293_sample_rw_20,2,661.72,99.06375051786938,-0.2192527527622944,-0.0034845075498969,46.0,471.0,27.5,20.47826086956522
164,20060293_sample_rw_20,3,829.68,110.36708446513089,-2.162601296905763,-0.0343694683489556,46.0,471.0,27.5,20.47826086956522
165,20060293_sample_rw_20,4,0.0,0.0,0.0,0.0,46.0,471.0,27.5,20.47826086956522
166,20060293_sample_rw_20,5,135.12,31.80188673648153,35.21426289199785,0.5596480015202101,46.0,471.0,27.5,20.47826086956522
167,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
168,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
169,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
170,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
171,7861312_sample_rn_15,1,64.24,29.563885626441824,3.408212346413648,0.0391365517039139,32.0,89.0,10.5,5.5625
172,7861312_sample_rn_15,2,91.12,35.72268187020678,-2.4667800788353835,-0.0283260713491379,32.0,89.0,10.5,5.5625
173,7861312_sample_rn_15,3,67.08,19.293608613562505,-3.010323323298498,-0.0345675862924859,32.0,89.0,10.5,5.5625
174,7861312_sample_rn_15,4,0.0,0.0,0.0,0.0,32.0,89.0,10.5,5.5625
175,7861312_sample_rn_15,5,24.36,14.565598740411142,9.381008116123832,0.1077222519770068,32.0,89.0,10.5,5.5625
176,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
177,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
178,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
179,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
180,14203895_sample_rw_15,1,88.68,29.32820030846307,-1.4552546542613487,-0.0188689905335757,32.0,270.0,21.5,16.875
181,14203895_sample_rw_15,2,207.52,45.87039713511682,-3.870034076162309,-0.0501792838345444,32.0,270.0,21.5,16.875
182,14203895_sample_rw_15,3,183.8,30.93541659651604,-5.585830708336439,-0.0724264900642113,32.0,270.0,21.5,16.875
183,14203895_sample_rw_15,4,0.0,0.0,0.0,0.0,32.0,270.0,21.5,16.875
184,14203895_sample_rw_15,5,81.08,24.506665759883912,9.871599930008022,0.1279962411287478,32.0,270.0,21.5,16.875
185,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
186,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
187,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
188,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
189,7861312_sample_sff_20,1,198.52,49.53796523879437,-2.3521353660434645,-0.0158322981128836,44.0,415.0,24.5,18.863636363636363
190,7861312_sample_sff_20,2,689.4,150.648321154491,-3.9721650756820326,-0.0267367697198345,44.0,415.0,24.5,18.863636363636363
191,7861312_sample_sff_20,3,744.0,145.70804141615977,-4.4266602840251075,-0.0297959914522421,44.0,415.0,24.5,18.863636363636363
192,7861312_sample_sff_20,4,0.0,0.0,0.0,0.0,44.0,415.0,24.5,18.863636363636363
193,7861312_sample_sff_20,5,172.68,42.05226906283814,8.425704674117451,0.0567136866940333,44.0,415.0,24.5,18.863636363636363
194,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
195,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
196,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
197,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
198,14338082_sample_sff_10,1,13.4,7.33143914930759,2.9462155465124455,0.0959498679645488,21.0,168.0,15.0,16.0
199,14338082_sample_sff_10,2,34.24,14.347705972268413,-1.6894686890609307,-0.0550211941680659,21.0,168.0,15.0,16.0
200,14338082_sample_sff_10,3,35.44,12.593252161375949,-2.178944695807781,-0.0709620367431346,21.0,168.0,15.0,16.0
201,14338082_sample_sff_10,4,0.0,0.0,0.0,0.0,21.0,168.0,15.0,16.0
202,14338082_sample_sff_10,5,13.28,7.569235980819553,4.058533790972364,0.1321749122647951,21.0,168.0,15.0,16.0
203,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
204,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
205,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
206,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
207,7861312_sample_rpn_15,1,34.88,14.762903960038935,2.920834553738184,0.16019273336687,25.0,101.0,9.5,8.08
208,7861312_sample_rpn_15,2,76.4,28.02825954877208,-2.4760724039691726,-0.1357998199173773,25.0,101.0,9.5,8.08
209,7861312_sample_rpn_15,3,72.0,26.52514530277513,-2.48820503136301,-0.1364652320485277,25.0,101.0,9.5,8.08
210,7861312_sample_rpn_15,4,0.0,0.0,0.0,0.0,25.0,101.0,9.5,8.08
211,7861312_sample_rpn_15,5,19.52,10.90535036881744,0.9609961757823318,0.0527056912404221,25.0,101.0,9.5,8.08
212,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
213,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
214,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
215,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
216,14203895_sample_sff_10,1,5.56,3.7313983080520017,-1.2220619787922278,-0.0089390348821647,21.0,192.0,17.5,18.285714285714285
217,14203895_sample_sff_10,2,25.08,9.6,-2.6124999999999994,-0.0191096924991772,21.0,192.0,17.5,18.285714285714285
218,14203895_sample_sff_10,3,38.04,12.0363338825962,-2.911185444154693,-0.021294491347704,21.0,192.0,17.5,18.285714285714285
219,14203895_sample_sff_10,4,0.0,0.0,0.0,0.0,21.0,192.0,17.5,18.285714285714285
220,14203895_sample_sff_10,5,6.4,2.9860788111948193,-2.143278997194039,-0.0156774746703628,21.0,192.0,17.5,18.285714285714285
221,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
222,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
223,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
224,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
225,100318079_sample_rw_20,1,240.56,61.60768350349384,26.88690607732494,0.2564901060348488,44.0,762.0,31.0,34.63636363636363
226,100318079_sample_rw_20,2,485.52,55.494083768752624,-7.848043798954128,-0.07486713348017,44.0,762.0,31.0,34.63636363636363
227,100318079_sample_rw_20,3,497.56,73.7614849814364,-5.782963834138544,-0.0551671137894444,44.0,762.0,31.0,34.63636363636363
228,100318079_sample_rw_20,4,0.0,0.0,0.0,0.0,44.0,762.0,31.0,34.63636363636363
229,100318079_sample_rw_20,5,179.92,29.43201205037354,59.59769236971815,0.5685376514270244,44.0,762.0,31.0,34.63636363636363
230,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
231,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
232,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
233,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
234,100318079_sample_sff_10,1,4.92,3.0946189857019015,-0.2972902332244082,-0.0189276935607159,22.0,305.0,19.5,27.727272727272727
235,100318079_sample_sff_10,2,13.2,4.932882862316247,-2.6759200184619645,-0.1703688464740157,22.0,305.0,19.5,27.727272727272727
236,100318079_sample_sff_10,3,13.24,3.971565602295061,-3.333697923143699,-0.212247849614451,22.0,305.0,19.5,27.727272727272727
237,100318079_sample_sff_10,4,0.0,0.0,0.0,0.0,22.0,305.0,19.5,27.727272727272727
238,100318079_sample_sff_10,5,6.4,3.559026084010437,0.7305369330337212,0.0465113806574669,22.0,305.0,19.5,27.727272727272727
239,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
240,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
241,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
242,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
243,14338082_sample_rn_10,1,2.6,2.101586702153082,-0.2854985708585319,-0.0181373850462449,18.0,37.0,5.0,4.111111111111111
244,14338082_sample_rn_10,2,9.56,6.837884663159116,-1.2518491348821996,-0.0795284883944931,18.0,37.0,5.0,4.111111111111111
245,14338082_sample_rn_10,3,14.64,10.846965781575356,-1.0731111570179095,-0.0681734769940395,18.0,37.0,5.0,4.111111111111111
246,14338082_sample_rn_10,4,0.0,0.0,0.0,0.0,18.0,37.0,5.0,4.111111111111111
247,14338082_sample_rn_10,5,0.68,1.0295630140987,5.167240787740646,0.3282686687785693,18.0,37.0,5.0,4.111111111111111
248,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
249,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
250,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
251,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
252,7861312_sample_rw_10,1,30.32,17.006665359989498,1.6863976207513094,0.0355673140812494,22.0,127.0,12.5,11.545454545454543
253,7861312_sample_rw_10,2,56.08,16.56029387822974,-2.601403110160577,-0.0548654245786942,22.0,127.0,12.5,11.545454545454543
254,7861312_sample_rw_10,3,40.48,13.614085842734111,-2.7530309734313314,-0.0580633630542104,22.0,127.0,12.5,11.545454545454543
255,7861312_sample_rw_10,4,0.0,0.0,0.0,0.0,22.0,127.0,12.5,11.545454545454543
256,7861312_sample_rw_10,5,16.72,9.4847245611035,5.617453586211589,0.1184760542704136,22.0,127.0,12.5,11.545454545454543
257,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
258,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
259,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
260,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
261,20060293_sample_sff_10,1,37.4,17.163430115607234,7.376147958028432,0.1950761895099358,24.0,154.0,13.5,12.833333333333334
262,20060293_sample_sff_10,2,52.24,12.66978031906368,-2.7024935821878877,-0.0714725562974177,24.0,154.0,13.5,12.833333333333334
263,20060293_sample_sff_10,3,71.48,20.826905675111703,-1.6075359692058735,-0.0425143304008049,24.0,154.0,13.5,12.833333333333334
264,20060293_sample_sff_10,4,0.0,0.0,0.0,0.0,24.0,154.0,13.5,12.833333333333334
265,20060293_sample_sff_10,5,9.44,8.401785524517988,5.065589912501566,0.1339691100793623,24.0,154.0,13.5,12.833333333333334
266,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
267,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
268,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
