graph_name,motif,average_count,standard_deviation,z_score,significance_profile
7861312_sample_sff_40,motif_1,4326.08,179.1151678,-2.322974682,-0.005774295583
7861312_sample_sff_40,motif_2,4704.08,203.0291276,0.04885998436,0.0001214528914
7861312_sample_sff_40,motif_3,7464.68,276.9835615,-20.81235424,-0.05173396252
7861312_sample_sff_40,motif_4,1755.6,139.0443574,28.05867187,0.06974637573
7861312_sample_sff_40,motif_5,1643.84,129.3737093,32.22571279,0.08010452824
7861312_sample_sff_40,motif_6,192.96,30.09080701,126.5848403,0.314656156
7861312_sample_sff_40,motif_7,1974.08,124.9929731,-2.624787552,-0.006524521891
7861312_sample_sff_40,motif_8,448.64,38.73938564,-11.32284348,-0.02814556937
7861312_sample_sff_40,motif_9,236.68,25.6835226,53.89914855,0.1339789098
7861312_sample_sff_40,motif_10,224.04,28.56495522,42.95333182,0.1067705284
7861312_sample_sff_40,motif_11,388.12,34.33817118,-1.110134835,-0.002759499156
7861312_sample_sff_40,motif_12,114.44,22.74877286,89.26019933,0.2218770521
7861312_sample_sff_40,motif_13,6.24,3.205204102,361.5245592,0.8986536449
256497288_sample_rpn_40,motif_1,1267.52,76.5360046,-1.640012445,-0.003539779127
256497288_sample_rpn_40,motif_2,795.2,67.21420981,-4.391928446,-0.0094794748
256497288_sample_rpn_40,motif_3,1811.92,102.3005865,-7.242578223,-0.01563227603
256497288_sample_rpn_40,motif_4,690.6,86.54478609,5.966852809,0.01287876876
256497288_sample_rpn_40,motif_5,1016.8,102.382046,26.99887441,0.05827397981
256497288_sample_rpn_40,motif_6,194.64,47.20511978,41.78275596,0.09018329583
256497288_sample_rpn_40,motif_7,809.04,82.05104103,3.704523382,0.007995789659
256497288_sample_rpn_40,motif_8,211.16,27.10885464,-7.678671886,-0.01657353428
256497288_sample_rpn_40,motif_9,186.88,26.3016476,34.71721672,0.07493313817
256497288_sample_rpn_40,motif_10,234.28,29.36625047,46.84697495,0.1011138328
256497288_sample_rpn_40,motif_11,364.84,48.21365643,-1.033732011,-0.002231192212
256497288_sample_rpn_40,motif_12,220.04,54.29662359,69.7089386,0.1504587643
256497288_sample_rpn_40,motif_13,24.96,8.359027057,451.3731053,0.9742371786
86775971_sample_bsf_10,motif_1,8.88,3.551056181,-2.500664464,-0.01732747419
86775971_sample_bsf_10,motif_2,8.2,4.082482905,-1.518683641,-0.01052318372
86775971_sample_bsf_10,motif_3,17.08,4.733920151,-2.763037732,-0.0191454974
86775971_sample_bsf_10,motif_4,11.24,2.861817604,-0.4332910658,-0.003002337926
86775971_sample_bsf_10,motif_5,13.96,5.2,3.853846154,0.0267038704
86775971_sample_bsf_10,motif_6,6.04,3.194787421,13.75991395,0.09534448032
86775971_sample_bsf_10,motif_7,13.92,5.707597276,-1.738034329,-0.01204309711
86775971_sample_bsf_10,motif_8,4.04,2.605762844,-1.550409704,-0.01074301831
86775971_sample_bsf_10,motif_9,5.52,2.275228926,4.166613694,0.02887108297
86775971_sample_bsf_10,motif_10,5.64,2.343074903,11.67696345,0.08091140802
86775971_sample_bsf_10,motif_11,10.4,5.172040216,-1.044075408,-0.007234553034
86775971_sample_bsf_10,motif_12,8.96,4.392038251,20.04536276,0.1388972854
86775971_sample_bsf_10,motif_13,1.04,1.306394529,141.5805071,0.9810322889
7861312_sample_bsf_20,motif_1,416.92,44.88774889,1.605783355,0.01152449942
7861312_sample_bsf_20,motif_2,440.84,52.79416003,-0.1863842515,-0.001337655663
7861312_sample_bsf_20,motif_3,727.68,66.11966425,-8.162170909,-0.05857884477
7861312_sample_bsf_20,motif_4,199.44,26.90272601,17.19379664,0.1233976543
7861312_sample_bsf_20,motif_5,182.64,25.4458248,22.21818331,0.1594570275
7861312_sample_bsf_20,motif_6,26.2,7.756717519,59.92225434,0.430054268
7861312_sample_bsf_20,motif_7,216.6,39.70831147,0.8915010155,0.006398187466
7861312_sample_bsf_20,motif_8,47.68,10.64863058,-4.477571047,-0.0321349482
7861312_sample_bsf_20,motif_9,33.52,8.362216612,33.90010247,0.2432966502
7861312_sample_bsf_20,motif_10,28.16,7.6794097,21.20475484,0.1521837825
7861312_sample_bsf_20,motif_11,50.8,8.180260795,-1.564742289,-0.011229953
7861312_sample_bsf_20,motif_12,17.92,5.858896369,59.23982575,0.4251565663
7861312_sample_bsf_20,motif_13,1.32,1.70098011,99.16635653,0.7117041129
14338082_sample_bsf_10,motif_1,54.4,11.12429773,3.379988644,0.0547401999
14338082_sample_bsf_10,motif_2,41.4,7.047458171,1.929773781,0.03125341937
14338082_sample_bsf_10,motif_3,85.48,16.35828027,-4.369652484,-0.07076818169
14338082_sample_bsf_10,motif_4,26.08,7.947326595,5.023072794,0.0813505718
14338082_sample_bsf_10,motif_5,28.52,9.789960844,7.505647997,0.1215568202
14338082_sample_bsf_10,motif_6,4.48,3.852704678,20.38048762,0.3300697382
14338082_sample_bsf_10,motif_7,29.92,8.376156637,1.800348376,0.02915732578
14338082_sample_bsf_10,motif_8,9.32,3.567445398,-2.612513707,-0.04231065179
14338082_sample_bsf_10,motif_9,4.32,1.908751774,16.59723409,0.2687985101
14338082_sample_bsf_10,motif_10,5.12,2.088061302,22.93036127,0.3713659104
14338082_sample_bsf_10,motif_11,9.44,4.113797921,2.566971009,0.0415730705
14338082_sample_bsf_10,motif_12,3.28,2.282542442,27.04002294,0.4379234421
14338082_sample_bsf_10,motif_13,0.24,0.5228129047,41.62100783,0.6740680307
256497288_sample_sff_30,motif_1,9220.16,242.390642,13.91489363,0.0125021599
256497288_sample_sff_30,motif_2,6606.2,199.7406652,-5.833564231,-0.005241301498
256497288_sample_sff_30,motif_3,13445.48,340.6495169,-20.00730858,-0.01797603185
256497288_sample_sff_30,motif_4,5658.56,226.275842,21.09124844,0.01894992284
256497288_sample_sff_30,motif_5,7507.48,313.2911479,56.46032491,0.05072809243
256497288_sample_sff_30,motif_6,1582.48,140.3187205,118.0278721,0.1060448875
256497288_sample_sff_30,motif_7,6963.72,272.25073,31.8466731,0.02861338434
256497288_sample_sff_30,motif_8,1692.12,100.7432049,-16.31990963,-0.01466300248
256497288_sample_sff_30,motif_9,1596,74.54640613,136.4653312,0.1226104516
256497288_sample_sff_30,motif_10,1961.88,90.04041685,177.5771432,0.1595483156
256497288_sample_sff_30,motif_11,3011.08,140.1159996,12.91729714,0.01160584613
256497288_sample_sff_30,motif_12,1809.84,150.6072929,251.2372361,0.2257299397
256497288_sample_sff_30,motif_13,186.8,29.07031705,1051.594998,0.9448299907
7861312_sample_rpn_30,motif_1,544.28,46.94280208,0.01533781471,0.0001157111046
7861312_sample_rpn_30,motif_2,545.84,39.30084817,-2.235066267,-0.01686172324
7861312_sample_rpn_30,motif_3,945.48,72.09722602,-10.28444561,-0.07758762152
7861312_sample_rpn_30,motif_4,219.64,43.15850631,9.693569954,0.0731299542
7861312_sample_rpn_30,motif_5,223.88,43.11546513,12.5272915,0.09450803556
7861312_sample_rpn_30,motif_6,26.8,12.78345285,38.26822111,0.2887020231
7861312_sample_rpn_30,motif_7,213.96,38.23990063,-0.9142283172,-0.006897095217
7861312_sample_rpn_30,motif_8,52.08,12.26077757,-4.247691445,-0.03204531275
7861312_sample_rpn_30,motif_9,28.6,7.93200269,21.35652327,0.1611172742
7861312_sample_rpn_30,motif_10,31,8.822320179,13.94191069,0.1051801653
7861312_sample_rpn_30,motif_11,46.92,13.06050025,-0.6829753709,-0.00515248333
7861312_sample_rpn_30,motif_12,15.8,5.894913061,37.01496489,0.2792472433
7861312_sample_rpn_30,motif_13,1.04,1.135781669,117.0647525,0.8831565697
86775971_sample_rj_40,motif_1,916.64,57.88701639,-4.053413263,-0.01104278896
86775971_sample_rj_40,motif_2,859.08,41.89860777,0.451566317,0.001230210496
86775971_sample_rj_40,motif_3,1544.12,118.2787386,-9.825265419,-0.02676715289
86775971_sample_rj_40,motif_4,475.32,59.19932432,12.78190264,0.03482197454
86775971_sample_rj_40,motif_5,526.48,61.55087327,16.1251977,0.04393017529
86775971_sample_rj_40,motif_6,82.8,20.74447718,67.40107201,0.1836219911
86775971_sample_rj_40,motif_7,463.88,53.47220462,-0.8019119523,-0.002184663611
86775971_sample_rj_40,motif_8,107.44,20.00641564,-5.370277312,-0.01463034613
86775971_sample_rj_40,motif_9,78.88,13.09363713,29.26001356,0.07971359786
86775971_sample_rj_40,motif_10,98.64,14.14767354,48.01920245,0.1308196042
86775971_sample_rj_40,motif_11,142.52,21.97748848,-2.071210277,-0.005642636588
86775971_sample_rj_40,motif_12,68.4,17.095321,48.52789837,0.132205454
86775971_sample_rj_40,motif_13,6.32,2.357965225,352.2867901,0.9597414388
7861312_sample_rn_30,motif_1,444.88,41.16867741,-4.22359937,-0.02741906254
7861312_sample_rn_30,motif_2,450,50.08409595,-0.5989925431,-0.003888582358
7861312_sample_rn_30,motif_3,767.72,69.29437207,-9.448386362,-0.06133770603
7861312_sample_rn_30,motif_4,152.72,18.90881629,10.22168691,0.06635787351
7861312_sample_rn_30,motif_5,163.16,26.08109149,13.68194273,0.08882140809
7861312_sample_rn_30,motif_6,17.08,5.227491432,65.98193503,0.4283462148
7861312_sample_rn_30,motif_7,110.68,21.55172074,-2.351552371,-0.0152659748
7861312_sample_rn_30,motif_8,28.24,7.785028366,-3.627475543,-0.02354910351
7861312_sample_rn_30,motif_9,13.52,4.093897898,8.666557126,0.05626217143
7861312_sample_rn_30,motif_10,15.16,4.731807266,11.37831635,0.07386656271
7861312_sample_rn_30,motif_11,24.4,6.304760106,-2.601209201,-0.01688671475
7861312_sample_rn_30,motif_12,7.2,2.828427125,38.11305551,0.2474250422
7861312_sample_rn_30,motif_13,0.44,0.6506407099,131.5011476,0.8536884948
86775971_sample_rpn_20,motif_1,56.2,10.77032961,1.65268851,0.01466403705
86775971_sample_rpn_20,motif_2,58.96,10.77218641,2.324504892,0.02062495483
86775971_sample_rpn_20,motif_3,87.96,15.98561854,-2.875084245,-0.02551015611
86775971_sample_rpn_20,motif_4,29.32,11.75343921,7.289781182,0.0646810459
86775971_sample_rpn_20,motif_5,31.2,10.30372101,7.356565645,0.0652736136
86775971_sample_rpn_20,motif_6,5,4.330127019,15.70392732,0.1393383997
86775971_sample_rpn_20,motif_7,35.48,11.86423196,1.982429211,0.0175897728
86775971_sample_rpn_20,motif_8,7.28,3.102687008,-2.346353333,-0.0208188125
86775971_sample_rpn_20,motif_9,7.32,4.365775991,18.02199659,0.1599062522
86775971_sample_rpn_20,motif_10,7.76,4.264973622,19.2826515,0.1710918387
86775971_sample_rpn_20,motif_11,8.6,4.472135955,-0.3577708764,-0.003174442949
86775971_sample_rpn_20,motif_12,5.48,3.980368492,24.24901116,0.2151575424
86775971_sample_rpn_20,motif_13,0.52,0.9183318209,105.0600641,0.9321809064
14338082_sample_rpn_20,motif_1,128.16,21.16931742,0.9844436449,0.01827766978
14338082_sample_rpn_20,motif_2,132.64,21.59259132,2.563842346,0.04760157072
14338082_sample_rpn_20,motif_3,212.56,37.65974863,-3.095081732,-0.05746482507
14338082_sample_rpn_20,motif_4,48.52,16.45731853,6.105490381,0.1133575676
14338082_sample_rpn_20,motif_5,51.68,13.54227947,14.79219214,0.2746391881
14338082_sample_rpn_20,motif_6,6.84,4.459820624,25.82166632,0.4794178851
14338082_sample_rpn_20,motif_7,50.04,15.32829627,1.758838655,0.03265547226
14338082_sample_rpn_20,motif_8,9.76,3.992492956,-2.444587908,-0.04538743356
14338082_sample_rpn_20,motif_9,6.16,3.023243292,11.52404773,0.2139611954
14338082_sample_rpn_20,motif_10,6.92,3.569780572,11.50771012,0.213657863
14338082_sample_rpn_20,motif_11,9.8,4.281744193,2.849306136,0.05290163325
14338082_sample_rpn_20,motif_12,2.96,2.406241883,35.75700373,0.6638822954
14338082_sample_rpn_20,motif_13,0,0,20,0.371329936
256497288_sample_sff_10,motif_1,8363.44,263.9008779,10.05134966,0.007532501766
256497288_sample_sff_10,motif_2,7009.2,227.2841467,2.251806857,0.001687508613
256497288_sample_sff_10,motif_3,13255.12,441.4031906,-17.23621433,-0.01291685388
256497288_sample_sff_10,motif_4,5791.48,214.2055321,32.31251747,0.02421506594
256497288_sample_sff_10,motif_5,6693.72,226.6661495,66.53521063,0.0498616214
256497288_sample_sff_10,motif_6,1442.28,113.0322668,162.65904,0.1218970135
256497288_sample_sff_10,motif_7,6555.64,407.6602834,19.65695538,0.01473096211
256497288_sample_sff_10,motif_8,1609.16,124.8808365,-12.40510588,-0.009296411437
256497288_sample_sff_10,motif_9,1508.96,86.67250621,125.7612186,0.09424571155
256497288_sample_sff_10,motif_10,1666.28,84.3062473,160.8507131,0.1205418497
256497288_sample_sff_10,motif_11,2712.32,147.7124797,6.652653871,0.004985512265
256497288_sample_sff_10,motif_12,1538.64,125.6197569,243.6190035,0.1825685739
256497288_sample_sff_10,motif_13,147.16,18.70980135,1283.222603,0.9616496141
7861312_sample_rpn_10,motif_1,25,7.129749879,-1.262316372,-0.0296455734
7861312_sample_rpn_10,motif_2,21.24,6.784049921,-0.7723999765,-0.01813985836
7861312_sample_rpn_10,motif_3,44.16,10.83082022,-3.8002662,-0.08924947268
7861312_sample_rpn_10,motif_4,13.92,4.707440918,3.84072797,0.0901997197
7861312_sample_rpn_10,motif_5,18,6.557438524,4.117461399,0.09669882038
7861312_sample_rpn_10,motif_6,2.56,2.103172207,17.80168066,0.4180735054
7861312_sample_rpn_10,motif_7,10.64,3.69549275,-2.067383301,-0.04855261704
7861312_sample_rpn_10,motif_8,2.48,1.557776193,-1.592013032,-0.03738851863
7861312_sample_rpn_10,motif_9,1.92,1.525341492,2.019219969,0.04742149839
7861312_sample_rpn_10,motif_10,2.72,1.989974874,3.658337648,0.08591627238
7861312_sample_rpn_10,motif_11,3.44,1.583245612,-2.172751956,-0.05102720604
7861312_sample_rpn_10,motif_12,1.76,1.984943324,10.70055741,0.2513032131
7861312_sample_rpn_10,motif_13,0.12,0.4396968653,36.1157908,0.848181447
14338082_sample_bsf_30,motif_1,1023.44,74.45920583,-0.704278261,-0.003288370673
14338082_sample_bsf_30,motif_2,866.96,62.657455,-4.867098417,-0.02272514229
14338082_sample_bsf_30,motif_3,1673.8,134.4392676,-8.388918062,-0.03916899563
14338082_sample_bsf_30,motif_4,365.92,45.66720194,15.39573195,0.07188475952
14338082_sample_bsf_30,motif_5,431.36,49.35152818,28.72535162,0.1341225607
14338082_sample_bsf_30,motif_6,53.28,16.60451746,62.73714383,0.2929282292
14338082_sample_bsf_30,motif_7,350.8,46.24391852,-1.20664515,-0.005633989778
14338082_sample_bsf_30,motif_8,93.72,13.64282473,-6.576350702,-0.03070587292
14338082_sample_bsf_30,motif_9,45.76,9.430800602,22.92912438,0.10705919
14338082_sample_bsf_30,motif_10,50.2,7.494442385,26.39289087,0.1232319853
14338082_sample_bsf_30,motif_11,83.8,11.2620306,4.102279742,0.01915410022
14338082_sample_bsf_30,motif_12,26.76,7.315964279,67.5563714,0.315429856
14338082_sample_bsf_30,motif_13,1.72,1.339153962,186.8941191,0.8726339774
86775971_sample_bsf_30,motif_1,444.88,42.89164643,-5.592697413,-0.0225370521
86775971_sample_bsf_30,motif_2,373.16,36.14286467,-5.289010756,-0.02131327733
86775971_sample_bsf_30,motif_3,801,70.79548008,-9.689884145,-0.03904760221
86775971_sample_bsf_30,motif_4,253.88,38.81507439,4.357070098,0.01755780951
86775971_sample_bsf_30,motif_5,293,47.41044189,9.00645476,0.03629356734
86775971_sample_bsf_30,motif_6,47.36,13.55814638,57.13465382,0.2302371423
86775971_sample_bsf_30,motif_7,229.8,34.22961681,-4.668471777,-0.01881267373
86775971_sample_bsf_30,motif_8,68.8,13.04160011,-5.275426285,-0.0212585356
86775971_sample_bsf_30,motif_9,44.6,8.93028555,14.26606118,0.05748835318
86775971_sample_bsf_30,motif_10,49.2,8.271436796,15.45076184,0.06226237518
86775971_sample_bsf_30,motif_11,88.48,20.08963248,-2.512738849,-0.01012565533
86775971_sample_bsf_30,motif_12,43.08,14.52274079,37.45298549,0.1509253627
86775971_sample_bsf_30,motif_13,3.8,2.549509757,236.9867377,0.9549922087
7861312_sample_rn_10,motif_1,39.68,10.30258867,-0.1630658132,-0.002632744048
7861312_sample_rn_10,motif_2,29.56,7.018309388,-1.219666949,-0.01969187065
7861312_sample_rn_10,motif_3,58.52,12.86182983,-3.850152011,-0.06216180199
7861312_sample_rn_10,motif_4,11.08,4.081666326,6.35034761,0.1025281728
7861312_sample_rn_10,motif_5,14.92,5.171395685,6.590097156,0.1063989976
7861312_sample_rn_10,motif_6,1.08,0.9539392014,58.62008807,0.9464380358
7861312_sample_rn_10,motif_7,13.36,5.55187656,-0.2449622187,-0.003954984865
7861312_sample_rn_10,motif_8,3.32,2.427618861,-1.367595241,-0.02208021509
7861312_sample_rn_10,motif_9,1.36,1.075484387,0.5950806983,0.009607747545
7861312_sample_rn_10,motif_10,2.08,1.288409873,12.35631637,0.1994962508
7861312_sample_rn_10,motif_11,2.92,1.934769581,-0.4755088197,-0.007677225472
7861312_sample_rn_10,motif_12,1.16,1.312757911,9.780935152,0.1579159868
7861312_sample_rn_10,motif_13,0,0,7,0.1130169959
256497288_sample_rj_20,motif_1,462.6,43.47604705,6.633537766,0.01758756447
256497288_sample_rj_20,motif_2,297.72,28.45101053,-4.524268123,-0.01199523695
256497288_sample_rj_20,motif_3,635,51.82100604,-6.059318875,-0.01606513223
256497288_sample_rj_20,motif_4,216.52,29.63966936,4.570901191,0.01211887566
256497288_sample_rj_20,motif_5,301.52,38.1522389,21.74131909,0.05764297493
256497288_sample_rj_20,motif_6,47.2,13.65955099,48.96207791,0.1298136428
256497288_sample_rj_20,motif_7,291.76,56.97680815,4.585023424,0.01215631808
256497288_sample_rj_20,motif_8,68.04,15.61911222,-4.356201494,-0.01154964022
256497288_sample_rj_20,motif_9,55.64,11.07128418,40.04594164,0.1061742022
256497288_sample_rj_20,motif_10,71.84,16.96977706,29.3557186,0.07783110788
256497288_sample_rj_20,motif_11,100.44,24.27804221,-0.2652602687,-0.0007032871813
256497288_sample_rj_20,motif_12,52.08,16.00499922,64.47485476,0.1709428219
256497288_sample_rj_20,motif_13,4.88,1.985782801,364.1485864,0.9654707588
